p1_0,p1_1,p1_2,p1_3,p2_0,p2_1,p2_2,p2_3,an_event
23108,10129,11276,27864,23915,22712,10000,10520,-166641266
20720,19815,31475,6645,10927,130,26907,25730,-1588126941
10600,9218,5470,1554,30934,3478,1979,1678,564778501
2671,12697,1525,6379,17726,28616,26305,10608,-847585379
21335,7440,9415,2006,28160,11971,27089,21315,427797777
14365,32656,19058,911,29958,21833,24812,532,-1511987833
14051,8858,12118,19359,1059,15449,19559,24644,-1672166843
25322,20038,21100,921,7582,27160,879,3867,-748761993
14137,9100,29290,901,9275,19813,9007,1817,-629305298
28387,27120,24281,32062,15392,26038,14606,7796,-1747684922
21355,21511,26990,24999,30022,24716,27261,16052,-2055229458
16550,13207,24012,19751,3204,8798,4945,6284,-612082285
25463,28564,32052,18513,15306,14524,9392,10720,-1049255538
14642,15281,24533,23388,18735,22615,10504,5420,-911452238
26231,8325,30581,21133,5388,30261,16041,15064,-1839026868
29354,24052,21715,21010,11857,30128,13266,2476,-1433396072
20938,2934,15145,15469,28260,25894,8090,6217,594054845
30465,3256,30422,12108,1710,22870,941,16166,-493503412
29432,894,16538,6847,12206,18363,5070,19418,252032052
17179,17904,21844,29131,18404,19084,13262,19194,-1748744918
20668,6199,12842,31143,12968,4750,15033,30559,-1812379584
6596,29893,12253,874,6510,16344,4329,8491,-1012214040
6687,29077,1330,2797,26242,23068,28463,242,-1067648306
15800,17617,20189,14939,28954,28581,870,7073,-338537691
3457,26444,18500,21500,22045,29200,31935,19006,-3390797271
14680,4129,28595,27152,11585,31880,925,9603,-497553701
14850,6484,16702,14136,30040,7483,15082,29752,-549830977
25897,12239,17043,19526,25943,31799,13582,1489,44183218
5597,15927,17418,8678,29650,17839,8847,16779,-835793687
3129,25998,17454,6760,13798,9876,10191,78,-783994490
13910,30799,31129,9435,6654,12869,242,760,-637013630
13163,25900,16196,9456,27092,9222,10870,4039,-193008888
17263,20173,29448,17725,1168,18655,16038,28931,-2682522523
24255,30960,12185,563,28134,31172,3358,19574,-669289585
6670,27462,17470,27243,21888,23848,23804,14773,-2654527560
8090,29955,1876,22151,3008,12443,9649,8978,-1130768144
8744,15239,25575,10608,14202,25680,22075,19256,-2072023323
27445,26922,12918,21597,5845,4799,15756,25004,-1424708360
12190,24916,30960,19943,16927,3153,20537,29564,-2195340398
16355,7329,27509,5162,15929,28352,28218,30482,-1761782592
11969,7288,8477,7183,9200,21063,17358,4116,-440215490
18245,21107,13686,24798,12846,14836,14395,12245,-1158883092
28905,24171,14441,29380,29439,16349,8203,14771,-193385075
12437,24261,9887,13144,10941,19082,27420,2202,-1253872222
12364,32363,14802,28418,30518,1566,9323,1735,278651833
30495,24426,26981,1809,13414,22214,21711,32441,-1556055585
2422,9176,17353,8321,14293,14880,26500,18508,-1431589025
9181,19367,3210,9907,19206,25636,11883,9842,-911649492
5777,25134,27256,19208,13435,8798,5082,26052,-1564920080
5533,3199,10635,28858,1642,26407,6104,24850,-1714878938
11251,296,30035,32142,30124,14177,16886,16158,-1383609533
6673,22770,8632,7128,12309,30422,17694,3825,-1581174637
25205,29257,17689,16611,22546,21871,19405,21891,-1556999221
12451,4999,3890,17947,2343,21830,23853,996,-381265559
20264,30919,1428,30659,8652,30921,26946,30793,-3526603894
3185,18631,23840,18338,13893,14720,14526,5861,-1367588612
26860,2707,26108,16243,28123,16314,5064,21339,464783550
16229,17847,20260,273,28189,17705,29566,31500,-932239629
5063,22243,14778,26755,30148,1074,2654,28069,-1322923918
13199,11639,32090,25256,9202,4392,27251,25229,-2882674172
2223,27488,17696,3824,22377,17866,8359,30553,-1412252146
10389,1033,14529,8846,27016,24829,20302,2181,-118514177
30118,31531,12168,13461,24616,30289,11008,6194,-861976029
2836,4846,31901,26212,8060,25394,23307,29586,-3238474500
29107,10264,18939,21983,16133,2455,26932,4843,-344324992
26589,4262,7635,32490,17990,32500,21504,7330,-125063136
9521,13938,18791,32449,9810,22857,31223,16223,-2676646886
29252,12702,20480,1291,31922,1296,27140,30375,644530228
5724,11880,18610,12855,31099,11764,21647,21058,-1270631917
29845,12014,29043,16014,13757,29813,21042,4947,-1275885253
22793,19466,28305,5980,7661,17549,16466,28768,-1610243730
25055,28301,1476,18006,26657,4963,3851,25342,130856825
3076,12347,27007,5172,9813,5883,9530,11574,-719411366
18914,17805,22682,18860,3778,15663,26865,27014,-2652537625
1824,32629,32763,27634,23654,8496,26895,6122,-2568843293
14993,18329,1216,17010,29789,30654,32323,31235,-1371702891
27446,31137,20765,7306,18855,20706,23886,17513,-1502366784
14485,22767,31670,26041,20318,5343,5720,7461,-405617415
24020,22564,8559,7965,28206,31643,15685,29646,-813764266
24587,22117,22797,6230,3397,10703,4945,23387,-823315095
10120,10220,32317,14200,4049,19546,16588,4885,-1528474197
5757,18848,12612,19819,1148,30262,13276,17647,-2161914455
23237,22325,16422,12315,8179,13399,31654,29399,-1981936972
5507,11726,19544,21839,26852,24266,15992,11220,-1388518386
29251,14424,6966,5051,18997,19398,31741,11100,-2616702
21996,20052,16385,22926,23459,23697,11673,5838,-568592024
11884,7500,7964,30246,25189,25222,23096,6993,-570571362
16257,21976,20572,13775,7587,11406,5641,16977,-954472439
28617,18736,16801,12244,17219,27,13689,18665,67419528
23251,8155,29909,1994,26958,7046,23001,24088,-333299924
31158,31065,6996,23475,2254,30679,25196,21019,-3105047206
28386,25368,5539,29049,19899,14128,8671,26817,-1241203803
17276,14337,11731,24406,1960,17776,22371,13097,-1606157668
23846,21467,32520,28221,32427,8439,26189,9933,-1079798522
10027,27945,28454,550,23505,13326,30491,26853,-2038179705
7075,3945,2686,14990,9483,17557,23482,16261,-618001091
18120,9528,20384,3424,23300,6190,6407,30729,254785328
2288,3874,21192,7249,3372,11778,8293,29456,-854417694
25284,11216,2434,12284,7414,3340,26425,3051,96333810
10028,10924,19007,25703,2390,26768,25438,22912,-2681740564
12551,12953,5982,4221,20459,12369,9479,8258,9977120
13064,26966,30570,17005,3863,12565,16983,25575,-2484906107
10320,28391,16458,17265,7092,14793,16063,8996,-1532993024
25438,15324,14667,20111,31483,18346,928,2004,931607351
8978,23034,18657,21129,25278,2460,22332,4502,-683013708
8394,19907,6459,13459,20946,6156,20159,2987,-234291387
31321,14996,9905,20064,29546,875,23586,3678,1209729017
18455,19448,16059,19243,16010,20675,26764,31734,-2294228948
27935,12356,8100,2532,32491,16624,28937,21278,827902267
29335,450,22880,5006,3353,9853,30067,15021,-1338443995
967,5457,168,11702,20076,27466,13422,11611,-537221225
12363,31311,10315,25110,30214,16741,18615,19283,-1653716786
10939,13240,9999,2322,11667,494,2323,22275,92225665
21759,15712,21849,16646,13016,31494,10834,22340,-1640450354
496,6498,8388,9727,32369,1965,14778,23273,-694110124
23361,27639,17407,29322,18272,29354,18337,570,-1440766668
23033,17141,20138,489,27550,21944,22594,2046,-395209487
32530,7362,17761,20008,5601,7311,20452,18789,-1221633586
7495,3777,16460,7131,16632,1317,4843,11639,-86111756
4450,32759,29769,4466,6153,30275,8831,32167,-2741907170
4908,25115,11708,7359,14868,31238,29042,16432,-2345079552
15921,19516,20722,9173,12166,14185,14174,30729,-1317483414
3078,456,19148,4358,4255,21553,16246,20092,-790777026
24206,4112,32086,22841,7468,30401,32519,12664,-2553840187
28757,27837,26231,1146,2826,715,22176,3136,-1047911210
8748,5485,13247,11992,3805,15683,4186,24157,-795798547
18886,27469,28182,2878,6635,14013,28194,6326,-2144809429
3678,7341,5897,12340,20497,8949,6104,7923,-248188949
30201,29816,9972,1398,21180,30413,15313,4350,-851851351
25847,9847,1525,4413,28204,5600,19040,11346,1189449640
26468,3391,18842,25911,30256,30621,30099,9970,-256995440
27240,22259,14519,5841,15564,9731,14219,8173,-93664052
1875,3106,6895,23917,28937,25445,1347,20568,-1052013390
1527,29858,16101,8322,19879,16644,26310,18338,-2085695363
17096,22399,32404,1783,10733,5032,4914,27778,-276009467
12711,24604,28870,24016,23128,15559,17246,17597,-2018727283
24751,23830,17394,7533,10517,21942,1106,1646,-588475139
24949,32467,25727,14416,21432,1341,30226,27685,-1371162015
3270,4419,27278,8382,15368,29762,22267,4858,-1458793384
6350,20007,20529,3996,27459,19819,19797,30004,-1496935515
30687,17025,296,8476,21601,8144,12350,21284,680303049
7534,31372,11562,22235,31964,18448,24233,789,-1271352661
5039,1709,1680,3836,4351,3800,10676,9157,-75275638
10846,17855,31033,21821,20883,22918,22392,10733,-2223646941
27927,28536,17224,27458,28143,32598,8214,1333,-644717853
26080,13468,20086,15206,22522,27450,27181,27139,-1481936994
8561,32400,2037,14834,24401,23082,6254,11230,-1436609195
31548,27130,25010,27709,16723,21627,5709,20284,-1528017080
8974,17551,26156,30516,8258,18061,1301,27721,-2245722982
9249,18059,2730,13775,4666,25432,15083,15776,-1349277522
9025,26624,5928,11220,402,8625,18508,27564,-1290006694
2392,9811,24721,26670,2608,11623,30251,24749,-3031394353
6346,21480,14080,24760,30202,9823,9755,14546,-1033718370
21227,3780,32440,2611,22587,3947,24802,20018,-784660130
27546,22614,2471,18739,1673,12635,9055,32082,-1726462479
31335,10800,18937,17514,1200,10527,9599,7090,-764109262
8035,10225,26147,13138,22792,17168,21084,32349,-1937429138
13371,13360,17147,21567,11936,28847,3996,6695,-877445503
31032,4743,29230,28376,14544,24342,22103,8472,-1101228474
28719,18518,12112,9229,10625,31233,8800,11192,-966255822
14644,26407,15428,5643,21596,24118,18867,25720,-1513740417
923,1660,25657,15134,1023,493,15209,5419,-944239820
17055,2654,6746,10794,3088,11939,25056,20801,-745183665
2664,24218,726,2899,26275,29727,15781,9069,-1375386971
11793,13977,15109,13971,11131,28612,20889,32754,-2083752882
22149,14718,17222,5931,16169,26739,7134,13468,-476361756
21263,4324,24576,16767,32734,31917,29762,6225,-555635448
11412,25273,21068,23410,13023,4958,12292,9414,-912101128
7599,10399,2875,2210,12731,25736,16100,31255,-572512219
25532,14297,12607,1332,26436,4581,26494,13935,513761392
26341,24932,24684,8995,459,23604,24986,32454,-2970199811
32211,1809,22360,14490,17167,7387,960,14285,622262847
4284,28897,8433,27789,20718,25720,16465,21199,-2764867593
30565,31574,28532,9871,5320,20620,11944,29618,-2243215472
29305,6560,14741,25636,17228,16097,27634,19326,-1007085543
26405,32228,19229,18433,27569,29169,10345,31095,-1968419401
10412,12750,13711,26538,16713,3215,25507,4751,-685602893
8549,20515,16392,8307,30819,29054,4473,25125,-1229247654
31521,18218,6340,759,3495,28675,19035,20250,-1096614543
26102,20469,21074,31920,20968,18211,10991,8154,-634718929
13402,2273,27102,21188,21418,28642,183,29771,-827634209
12926,9483,19235,8548,157,26870,24204,25379,-1870618932
21900,15747,15607,16395,1153,6105,17300,5991,-878240260
10966,21319,4647,5103,3189,21553,32326,12862,-1280779045
2817,20024,3651,5276,4713,17756,22092,23851,-1097578978
24020,12930,32073,31566,29876,13298,28083,20691,-2016377905
6070,10789,29148,835,3798,25516,23873,13344,-1918482775
11521,16934,10662,16407,5641,20036,23902,23254,-1821368533
11285,696,3917,15708,24361,1769,6820,27699,-376273813
20786,10071,20696,8338,14752,23574,1168,24379,-316464900
2776,27252,13837,31794,15984,21098,10542,19110,-2568103105
1515,14290,13358,24548,27400,1280,29869,9658,-1225748900
20547,21461,10441,15165,3029,10233,11063,11659,-899397254
16255,9063,5598,27814,14563,6397,25239,8001,-370214304
1112,8751,21419,8263,20098,3636,8589,19679,-712123723
24013,12139,28994,31728,13134,7475,15413,14496,-1364373588
11716,18832,24495,32180,17676,10862,22159,27935,-2878428103
6491,19970,24427,6327,31096,29605,29910,5984,-2315712058
23110,21327,5823,20017,10068,27204,24412,4519,-1160254148
9046,17595,30008,27943,12429,5623,1507,11221,-690584476
3908,4924,18938,6085,27292,15949,6912,20056,-449649008
28637,8404,29226,14505,14489,11164,20111,27146,-1320850800
15485,22819,2860,25214,32062,29217,2638,25179,-1625290782
28434,4157,787,2534,22440,21504,9129,16313,1000253948
13975,4612,21549,3904,2975,23039,20051,5681,-1037910968
20320,1419,12525,19019,5002,25193,4849,5992,-217649759
11186,8041,3495,31704,4006,3316,32525,245,-206639372
18567,12296,21645,6595,31693,18731,13038,14151,-34839524
6214,17624,21739,30133,31796,13977,6095,31080,-2235607728
19520,27837,9986,28586,7682,21233,6141,1409,-1085475374
7329,22785,15015,3263,11858,5544,2233,7356,-193929299
26715,17831,3703,6001,16426,22722,18990,6707,-153840255
21278,14591,4323,26588,23474,31459,32055,29240,-1751110008
6574,2598,26454,22820,13012,28663,5165,28046,-1531161554
1540,15499,27485,25342,11886,9377,28470,17096,-2685572023
23857,22946,8033,22696,1077,20180,12801,9527,-1512864381
16514,16158,7446,24156,12958,30692,17346,6719,-1146813801
14264,1748,13440,24867,686,11962,25178,27195,-2051584702
22709,2491,31510,8493,16590,18545,16610,23259,-780753789
16750,13037,14608,14486,5871,20641,16893,19263,-1393197305
23834,14009,13158,6929,23976,21795,9272,13694,98438309
5983,1041,5099,8300,20782,18786,15245,9357,-101240061
10573,21467,26299,29689,27346,8475,32464,7248,-1923559553
7509,11680,15222,3379,16663,4724,23666,11711,-659748910
4238,21213,19690,20418,8439,31707,17850,8217,-2312187298
21577,17288,9914,29315,23794,16438,26019,29807,-1805063900
6596,26547,16770,32455,21998,17445,14982,26419,-2853417212
23853,23180,11821,15180,1101,183,6253,807,-128306444
31536,17684,14718,13969,5574,16107,32152,19569,-1711273673
2975,61,27918,14915,26562,4171,20368,4577,-1116299025
12058,24172,24346,25354,30006,25710,8753,8014,-1351905665
30117,16559,16414,19572,11592,30325,12480,16774,-1372391167
27188,1208,31641,28639,7077,27665,7697,16800,-1131413375
13430,12245,28958,1426,7801,17068,19672,31668,-1438157190
30562,24085,3223,28336,15579,11617,12591,16498,-623520385
4495,19771,17055,11993,32021,26981,16988,30397,-2087597921
19533,290,23579,841,3536,20762,16223,9624,-655158942
27928,9457,24263,1054,6010,10350,5944,13276,-176501768
16037,32092,25811,16550,3903,30283,10069,18917,-2964466464
1784,20253,18227,32663,31333,24306,23415,900,-1785167369
16428,29281,11549,18199,8175,6900,18013,4536,-716689493
13501,18906,6055,30658,26027,19932,5280,24152,-1595765375
20649,21153,2449,5419,15481,30600,29283,2821,-829252179
5386,10774,32603,9776,24011,24472,31388,10652,-2523677048
4124,23068,5754,11440,10494,28322,21205,752,-1481376799
6237,20317,22349,12710,29681,14347,19195,12597,-1390954173
32184,3933,32004,25963,11990,19969,1598,27545,-917921282
8067,4319,1194,6606,29343,3342,22734,17443,159775930
17384,28294,3670,8641,4973,11830,17661,16207,-906274690
1969,970,12995,2592,30552,31248,32230,32297,-945411953
1953,20426,15048,19066,13609,8683,6310,24159,-1412733514
17102,11170,19083,13825,19738,1315,23484,5288,-396769591
623,10090,11273,14456,7547,20131,21451,14643,-1303859972
25234,22531,25784,10841,1866,5388,21749,4535,-1368553162
22938,25435,13491,6692,5374,4373,13708,13887,-531656580
279,24090,24229,29788,15561,5671,30885,13605,-2571759234
25511,24293,12140,29890,11563,7151,24144,11046,-1004060882
24506,12786,4033,4451,24394,23086,20508,10191,349047549
20227,5232,10705,14591,5520,2829,18386,15941,-665176527
32250,8912,2457,16889,7809,5189,9371,20845,-338998278
26700,18631,22717,12845,20903,4928,23668,21458,-694033590
4506,20325,3128,13525,23509,28242,26414,4372,-1219726233
7782,11003,16344,26394,17053,14900,5787,26637,-1657785260
1556,31902,6419,10071,28369,29403,31316,22305,-2639077025
10831,26600,20617,13418,9549,26361,9278,20368,-2124740288
30282,19982,25404,22135,22524,2952,1327,19397,320034301
12178,27530,18624,12126,16356,4276,23775,5064,-845487009
14398,21566,18058,12616,14942,21719,25197,30141,-2177084815
1408,21934,12575,30091,20679,13907,25603,10199,-1809566728
907,24072,20773,20153,26196,18641,18364,31142,-2868114104
14617,30182,6904,3727,19599,16892,2595,6875,-533819755
26814,22213,5089,7326,13987,9708,2102,7805,183040326
9380,1866,19104,25307,25207,13196,26571,10740,-1135194395
31339,15308,12545,18804,17094,16328,32105,8496,-553535241
8606,19783,14776,26205,11350,7679,21790,28189,-2229810526
30009,18942,25187,26040,8495,28685,496,26899,-2002764991
12727,19232,29264,8625,19753,11557,32089,28,-1820341645
4985,15559,28940,18582,22150,11576,25884,30670,-2777404918
16467,8461,14250,3237,15093,6905,14779,25477,-205967573
27508,20445,7457,24304,9354,20573,189,24824,-1536105786
22619,6353,16839,7124,9988,17582,22576,29608,-953754317
14434,19973,30011,28432,14310,15041,174,9912,-761845315
3682,27055,16273,8868,5949,17766,22974,10065,-1843777362
31840,13147,17319,27660,17832,32178,32420,24574,-2192975436
15519,18101,5835,1442,18735,602,30648,20988,141456814
23821,8323,14994,26834,7599,10009,11482,20271,-1236839589
18776,28783,29993,27715,26710,14519,28351,12036,-2200618119
18810,9124,1317,28691,32505,19621,32491,27824,-817400363
32700,23049,6746,28639,19291,28768,5427,14496,-968065170
13856,18659,16045,14595,594,9779,390,29900,-1233819754
13147,29352,1132,15431,28587,6223,9100,1762,311317984
1711,12156,27110,18881,18235,11365,30140,12429,-2317454731
17158,26678,15823,4189,9521,12691,29575,18317,-1439818700
22790,31815,22809,16749,28485,10722,32499,3655,-988898678
32535,30572,9823,32415,27199,11131,4493,12314,202613506
19926,7267,30951,14817,22698,8242,18329,28984,-1208766390
167,10988,21962,19328,32721,11875,12225,24679,-1741019855
9501,5619,19316,1532,4663,7584,18674,24575,-793373126
5617,22754,20284,32634,28707,30272,2298,10649,-1843430143
7305,31996,21679,5648,19100,5836,2448,32020,-562263976
19307,4852,22601,19143,7183,10928,30359,2418,-1293582023
24476,31178,7723,11369,4056,20536,11456,18361,-1676453983
10977,18546,17427,30172,29814,4548,9254,5007,-138881521
26725,18807,11339,22920,26314,25029,6853,20112,-612346965
32426,26862,5757,10132,27818,10629,24417,19207,562641552
21515,27393,7969,31674,27033,12498,13714,21143,-1079465021
21944,13735,729,4880,1537,28047,5039,12113,-828616484
10386,12309,4508,13462,28817,21160,3515,30490,-774972591
26503,21743,28726,3848,1857,15981,7286,14573,-1127293857
22941,20549,640,7535,16758,21608,13896,27999,-558912652
24405,25090,21296,15815,27839,31510,7342,13145,-950871990
1413,32384,32681,3574,27537,26415,7761,8045,-2197813264
30300,4380,14577,11326,12379,11139,6717,16930,73216990
22304,29230,19958,18003,31230,8271,3212,2377,695753099
8247,11820,6657,21695,19483,994,25523,23755,-1072734340
5548,30003,28579,12479,29836,31206,16047,19568,-2947128494
